,user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval
21,LV 3 obed,남성, 180cm, 84kg,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],34,5,원단이 고급스럽고 여러 옷에 받쳐입기 좋네요ㅎㅎ 잘 입겠습니다.,보통이에요,밝아요,선명해요,얇아요
22,LV 2 다다이어,남성, 166cm, 69kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,5,역시 무탠은 진리입니다. 제일 잘 맞네요 한겨울 빼고는 입을수있어요ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
23,LV 3 밍주르르,여성, 171cm, 79kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,평소 허벅지가 살짝 두꺼운 편인데 역시 무탠다드는 믿고 사는 것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
24,LV 6 ASSONG,남성, 180cm, 78kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,역시 무탠다드! 종아리 부분 살짝 걸리긴하지만 핏 자체는 너무 예뻐요,보통이에요,보통이에요,보통이에요,보통이에요
25,LV 4 간봥,남성, 170cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],29,5,적당한 크림색에 기장도 맞습니다170 58쯤 되시면 29 가시는것도 나쁘지 않을거 같네요,보통이에요,보통이에요,보통이에요,보통이에요
26,LV 5 giraaa,남성, 174cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,좀 작게 나온 가 같아서 한 사이즈 정도 크게 사는 게 좋고 무난하고 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
27,LV 5 꽃돼지양,여성, 160cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 크림],34,5,좋아요 스판도 좋고 이쁘네요 좋은거 같아요 재질도 굿,보통이에요,보통이에요,보통이에요,보통이에요
28,LV 5 꽃돼지양,여성, 160cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,좋아요 스판도 좋고 이쁘네요 좋은거 같아요 재질도 굿,보통이에요,보통이에요,보통이에요,보통이에요
29,LV 3 doyeo,남성, 180cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],34,5,품질도 좋은데 저렴하기까지 .. 양복 많이 입는 입장에서 전투복으로 너무 만족해요 재구매하려구요네 ,보통이에요,보통이에요,선명해요,보통이에요
30,LV 3 doyeo,남성, 180cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],34,5,품질도 좋은데 저렴하기까지 .. 양복 많이 입는 입장에서 전투복으로 너무 만족해요 재구매하려구요,보통이에요,보통이에요,선명해요,보통이에요
31,LV 5 네그스,남성, 169cm, 74kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,5,183 남동생에게 사준 걸 아버지가 탐내셔서 사드렸어요사진에선 좀 진하게 나왔는데 상세화묜과 같은 라이트그레이입니다183/80 동생에겐 크롭으로169/74 아버지에겐 롱기장 정핏으로 잘 맞네요. 촉감 등에 매우 만족해하십니당,보통이에요,보통이에요,선명해요,보통이에요
32,LV 5 라기ㅋ,남성, 185cm, 90kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],36,5,급하게 구입했는데 배송빨라요. 길이가 살짝 짧아요,보통이에요,보통이에요,보통이에요,보통이에요
33,LV 4 큰누나는분조장,남성, 165cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,기장 한 단 안 되게 수선해서 입었어요! 역시 무탠다드네요,보통이에요,밝아요,선명해요,보통이에요
34,LV 3 넌준비가안됐다,남성, 173cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],30,5,무난하게 입을 수 있는 테이퍼드 슬랙스핏도 잘 나오고 좋음,보통이에요,보통이에요,선명해요,보통이에요
35,LV 4 준히애락,남성, 175cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],29,5,핏 딱 맞고 좋아요 잘산거 같네요 다른 색도 살려고요,보통이에요,보통이에요,보통이에요,보통이에요
36,LV 2 뉴비_d885b60041d8,남성, 177cm, 62kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,5,색감이 이쁘네요. 사진으로 보면 다소 얇아 보이나 실제로는 여유 공간이 있어 움직이는데 큰 불편이 없습니다,보통이에요,보통이에요,선명해요,보통이에요
37,LV 3 뉴비_56ce69b2,남성, 175cm, 76kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],34,5,사진과 같아요 지금날씨에 입기좋은 옷입니다 추천,보통이에요,보통이에요,보통이에요,보통이에요
38,LV 3 뉴비_56ce69b2,남성, 175cm, 76kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],34,5,사진과 같아요 지금날씨에 입기좋은 옷입니다 추천,보통이에요,보통이에요,보통이에요,보통이에요
39,LV 6 pnve1,남성, 175cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,후기용패션 지송싼맛에 사서 편하게 입기 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
40,LV 6 pnve1,남성, 175cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,5,후기용패션 지송싼맛에 사서 편하게 입기 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
41,LV 6 pnve1,남성, 175cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,5,후기용패션 지송싼맛에 사서 편하게 입기 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
42,LV 4 지니위드,여성, 176cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,"단정한 일자핏 이뻐요. 허리 조절을 할수가 있어서 사이즈 고민을 덜어서 좋고, 요즘 입기 좋은 두께여서 만족합니다 ",보통이에요,어두워요,선명해요,보통이에요
43,LV 4 JoJo_,남성, 179cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],32,5,네이비 품절이라 입고되서 바로 구입했습니다.5개 색상별로 구입중입니다.,보통이에요,보통이에요,보통이에요,보통이에요
44,LV 3 뉴비_17f44a7d,남성, 180cm, 78kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,슬랙스의정석 블랙 어디입어도 다 잘어울립니다 최고,보통이에요,보통이에요,보통이에요,보통이에요
45,LV 4 돵돵이,남성, 176cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],30,5,사이즈는 딱 맞아서 살짝 끼지만 그래도 색깔은 너무 만족해요 ㅎㅎ ,보통이에요,보통이에요,보통이에요,보통이에요
46,LV 3 정째이,남성, 167cm, 56kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],28,5,길이도 적당하고 두께도 적당하네요 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
47,LV 2 뉴비_1d3823b65f72,남성, 173cm, 59kg,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],30,5,구매후기 보고 두사이즈 크게 주문했는데 허리만 약간 크고 적당한 슬림핏 이네요. 고등학생 아들이 본인 스타일이라고 좋아하네요.,보통이에요,보통이에요,보통이에요,보통이에요
48,LV 3 돈까스하나,남성, 165cm, 55kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,5,너무너무 이쁩니다~딴색도 사고 싶어요최고입니다,보통이에요,보통이에요,보통이에요,보통이에요
49,LV 5 Muse816,남성, 176cm, 71kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,촬영용으로 구매했는데 생각보다 예쁘고 잘 맞아떨어집니다~~,보통이에요,보통이에요,보통이에요,보통이에요
50,LV 6 pnve1,남성, 175cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,4,후기용패션 지송싼맛에 사서 편하게 입기 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
51,LV 6 pnve1,남성, 175cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,4,후기용패션 지송싼맛에 사서 편하게 입기 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
52,LV 4 지니위드,여성, 176cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,"단정한 일자핏 이뻐요. 허리 조절을 할수가 있어서 사이즈 고민을 덜어서 좋고, 요즘 입기 좋은 두께여서 만족합니다 ",보통이에요,어두워요,선명해요,보통이에요
53,LV 4 JoJo_,남성, 179cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],32,5,네이비 품절이라 입고되서 바로 구입했습니다.5개 색상별로 구입중입니다.,보통이에요,보통이에요,보통이에요,보통이에요
54,LV 3 뉴비_17f44a7d,남성, 180cm, 78kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,슬랙스의정석 블랙 어디입어도 다 잘어울립니다 최고,보통이에요,보통이에요,보통이에요,보통이에요
55,LV 4 돵돵이,남성, 176cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],30,5,사이즈는 딱 맞아서 살짝 끼지만 그래도 색깔은 너무 만족해요 ㅎㅎ ,보통이에요,보통이에요,보통이에요,보통이에요
56,LV 3 정째이,남성, 167cm, 56kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],28,5,길이도 적당하고 두께도 적당하네요 만족합니다,보통이에요,보통이에요,보통이에요,보통이에요
57,LV 2 뉴비_1d3823b65f72,남성, 173cm, 59kg,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],30,5,구매후기 보고 두사이즈 크게 주문했는데 허리만 약간 크고 적당한 슬림핏 이네요. 고등학생 아들이 본인 스타일이라고 좋아하네요.,보통이에요,보통이에요,보통이에요,보통이에요
58,LV 3 돈까스하나,남성, 165cm, 55kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,5,너무너무 이쁩니다~딴색도 사고 싶어요최고입니다,보통이에요,보통이에요,보통이에요,보통이에요
59,LV 5 Muse816,남성, 176cm, 71kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,4,촬영용으로 구매했는데 생각보다 예쁘고 잘 맞아떨어집니다~~,보통이에요,보통이에요,보통이에요,보통이에요
60,LV 5 묠니르9,남성, 175cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,사이즈가 아주 잘맞고 만족스럽습니다잘입을거요,보통이에요,보통이에요,선명해요,보통이에요
61,LV 5 leeman6,남성, 173cm, 69kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,재질이 좋고 잘 늘어나서 입고 활동하기에 편합니다,보통이에요,보통이에요,보통이에요,보통이에요
62,LV 3 패션알고싶다,남성, 167cm, 60kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,5,믿고사는 무텐다드입니다. 항상 애용하고 있습니다. 핏이 아주 죽입니다.후회하지마시고 꼭 사세요!,보통이에요,보통이에요,보통이에요,보통이에요
63,LV 3 패션알고싶다,남성, 167cm, 60kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],29,5,믿고사는 무텐다드입니다. 항상 애용하고 있습니다. 핏이 아주 죽입니다.후회하지마시고 꼭 사세요!,보통이에요,보통이에요,보통이에요,보통이에요
64,LV 3 양찌철,남성, 173cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,5,174/72kg 이쁘구먼욤 믿고사는 무신사 구웃구웃,보통이에요,보통이에요,보통이에요,보통이에요
65,LV 3 전투식량즉각형,남성, 174cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,5,색감 좋고 테이퍼드라 허벅지 커버가 됩니다.다만 한 치수 더 크게 살걸 그랬습니다. 아무래도 딱 달라붙는 느낌입니다.저랑 체격 비슷하신 분은 참고하시길 바랍니다.,작아요,보통이에요,보통이에요,보통이에요
66,LV 5 뉴비_1b27c515,남성, 179cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,전에 만족해서 재구매한건데 사이즈 맞고 괜찮습니다,보통이에요,보통이에요,보통이에요,보통이에요
67,LV 3 옷사는 중_,남성, 171cm, 56kg,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],26,5,핏이 딱 예뻐요.근데 엉덩이랑 허벅지 쪽이 약간 빡빡한 느낌이 있습니다,보통이에요,보통이에요,보통이에요,보통이에요
68,LV 5 ctrlctrlv,남성, 170cm, 56kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27,5,맞는 사이즈 바지를 찾기가 어려운데 사이즈가 되게  세분화 돼있어서 좋아요 26에서 너무작아서 27로 교환했는데 저한테는 28이 베스트일것 같네요,보통이에요,보통이에요,보통이에요,보통이에요
69,LV 5 최용원님,남성, 173cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,몇번을 다시구매하는지모를정도로 너무좋습니다ㅜㅜ,보통이에요,보통이에요,보통이에요,보통이에요
70,LV 2 다다이어,남성, 166cm, 69kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,살짝 얇은 감이 있어 겨울용은 아닙니다~ 정사이즈고 핏도 좋고 길이 조금 수선 하면 이쁜듯 합니다:),보통이에요,보통이에요,선명해요,보통이에요
71,LV 3 눈팅하러옴,남성, 171cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,사이즈 굿 착용감도 굿이구  재구매의사 있습니다~,보통이에요,보통이에요,보통이에요,보통이에요
72,LV 3 쩨리코,남성, 173cm, 64kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,5,신장 173cm기준 허리29사이즈 기장 딱 맞아요,보통이에요,보통이에요,보통이에요,보통이에요
73,LV 5 필로포온,남성, 178cm, 83kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,원단 도톰하고 아주 좋네요 가을 겨울자주입을것같아요,보통이에요,보통이에요,보통이에요,보통이에요
74,LV 5 필로포온,남성, 178cm, 83kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],34,5,원단 도톰하고 아주 좋네요 가을 겨울자주입을것같아요,보통이에요,보통이에요,보통이에요,보통이에요
75,LV 5 Vxhhbn,남성, 176cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,단정하고 무난한 테이퍼드 슬랙입니다. 편하고 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
76,LV 3 클리셰03,남성, 167cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,운동으로 허벅지가 굵어지면서평소 30입다가 31로 바꿨는데꼬툭튀없고 저처럼 키작은 사람은크롭이 딱 떨어지는 기장이라 맘에듭니다,보통이에요,어두워요,보통이에요,보통이에요
77,LV 5 카르비야,남성, 176cm, 71kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,짱짱하니 좋습니다. 기본템이라 굉장히 자주 입어요 365일 ,보통이에요,보통이에요,보통이에요,보통이에요
78,LV 3 뭉치파더,남성, 168cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],31,5,"상의는 검정이 제일 무난하구요.슬랙스 색감도 이쁘고, 재질은 신축성이 있어서 편함.",보통이에요,보통이에요,보통이에요,보통이에요
79,LV 4 로튼,남성, 165cm, 62kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,편하게 입기 좋은거 같아요기장도 마음에 들고 굿,보통이에요,보통이에요,보통이에요,보통이에요
80,LV 4 영나미123,남성, 176cm, 69kg,테이퍼드 히든 밴딩 크롭 슬랙스 [핑크 베이지],32,5,색깔이 은은하니 이뻐요.적당한 두께감으로 요즘 입기 좋습니다.재질은 매우 좋네요,보통이에요,보통이에요,선명해요,보통이에요
81,LV 4 뉴비_065e7e9016cd,남성, 165cm, 48kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],27,5,키165저한테는 길이가 조금 기네요 쿨탠다드보다 쬐끔 두꺼움,보통이에요,보통이에요,보통이에요,보통이에요
82,LV 5 쫄깃한 감자칩,남성, 177cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,"무탠다드 라이트 베이지 셋업, 완벽합니다. 날씨가 점점 쌀쌀해지는데 지금 입기 딱 좋아요.",보통이에요,보통이에요,보통이에요,보통이에요
83,LV 3 뉴비킴 데일리뷰,남성, 178cm, 74kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,가성비 좋은 무난한 핏감의 슬랙스제품 만족합니다,보통이에요,보통이에요,선명해요,보통이에요
84,LV 3 라다멜88,남성, 171cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],33,5,"디자인, 내구성 만족합니다.이쁘게 입을게요~ 번창하세요!",보통이에요,보통이에요,보통이에요,보통이에요
85,LV 3 라다멜88,남성, 171cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,5,"디자인, 내구성 만족합니다.이쁘게 입을게요~ 번창하세요!",보통이에요,보통이에요,보통이에요,보통이에요
86,LV 3 뉴비_85e32038,남성, 176cm, 82kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],33,5,바지가 쫀쫀해서 좋아요두께감도 좀 있어서 가을겨울용으로 딱이에요,보통이에요,어두워요,보통이에요,두꺼워요
87,LV 3 sdong89,남성, 174cm, 66kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],31,5,두께감이 조금 있는게 지금같은 환절기에잘 어울리는 것 같아요!사이즈도 수선없이 바로 입을 수 있어서만족합니다 ㅎ,보통이에요,보통이에요,선명해요,두꺼워요
88,LV 5 쁴ㅃ,남성, 180cm, 69kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,핏이쁘고막입기좋아요 그냥전투복으로입기좋음,보통이에요,보통이에요,보통이에요,보통이에요
89,LV 4 대구재허니,남성, 173cm, 69kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],31,5,이쁘고 좋아요무탠다드 슬렉스는 항상 만족합니다,보통이에요,보통이에요,선명해요,보통이에요
90,LV 4 남목꿀주먹,남성, 167cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,4,바지 31했다가 너무 딱맞아서 32했더니 좋네요바지가 보기보다 슬림합니다저는 결혼식있어서 셋업으로 정핏으로 샀어요세미오버로 가시려면 릴렉스드 괜찮은거같아요,보통이에요,보통이에요,보통이에요,보통이에요
91,LV 4 뉴비_b2f175f7,남성, 178cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,길이랑 통 핏 수선안해도 딱 맞아 떨어지네요 깔끔하고 이뻐요~,보통이에요,보통이에요,보통이에요,보통이에요
92,LV 7 통치꽁조림찌개,남성, 181cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,5,소재는 아쉽지만 핏이나 색감이 너무너무맘에듬,보통이에요,보통이에요,보통이에요,보통이에요
93,LV 3 우려디,남성, 174cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],30,5,딱 제가 생각했던 예쁜 밝은 회색이에요 앞으로 잘 입고 다닐 것 같네요,보통이에요,보통이에요,보통이에요,보통이에요
94,LV 4 정미니뱌보뱌보,남성, 184cm, 90kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],36,5,슬랙스는 무신사 스탠다드 엄청 편하고 예쁩니다,보통이에요,보통이에요,보통이에요,보통이에요
95,LV 5 브론즈_dda689889fe,남성, 172cm, 69kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,4,무난하게 입기 너무 편합니다. 입을거 없을따 대충입기 짱,보통이에요,보통이에요,보통이에요,보통이에요
96,LV 3 기여미준서,남성, 186cm, 74kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,4,딱 기본에 충실한 바지에요 가격대비 맘에 듭니다!,보통이에요,보통이에요,보통이에요,보통이에요
97,LV 3 전직경찰,남성, 174cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],30,5,색깔별로 모으는 중입니다수선없이 맞춤옷 같은 착용감~~단연 최고입니다,보통이에요,보통이에요,선명해요,보통이에요
98,LV 3 뉴비_68d912e87072,남성, 174cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,진짜 강추함. 174 65 정도 되는분들에게 31사이즈 강추 드림 근데 70kg정도 되는분들은 32 입으시는거 추천드림 생각보다 허리 사이즈 타이트함 근데 착장 시 너무 이쁘다 기장도 정말 최고임,보통이에요,어두워요,선명해요,보통이에요
99,LV 3 울털링,남성, 183cm, 81kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,테이퍼드를 항상 선호해왔는데 이번에도 역시 원하는 기장과 핏으로 왔습니다. 자주 입을거같아요,보통이에요,어두워요,선명해요,보통이에요
100,LV 4 남목꿀주먹,남성, 167cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,4,바지 31했다가 너무 딱맞아서 32했더니 좋네요바지가 보기보다 슬림합니다저는 결혼식있어서 셋업으로 정핏으로 샀어요세미오버로 가시려면 릴렉스드 괜찮은거같아요,보통이에요,보통이에요,보통이에요,보통이에요
101,LV 4 뉴비_b2f175f7,남성, 178cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,길이랑 통 핏 수선안해도 딱 맞아 떨어지네요 깔끔하고 이뻐요~,보통이에요,보통이에요,보통이에요,보통이에요
