,user,gender,height,weight,item,size,star,content,size_eval,bright_eval,color_eval,thick_eval
24,LV 4 패션옴므,남성, 182cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],33,5,허벅지에 맞추려고 일부러 사이즈 이렇게 했어요색감 그대로고 예쁩니다,보통이에요,보통이에요,보통이에요,보통이에요
25,LV 6 구십퍼센트,남성, 172cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,바지가 부들부들하고 좋아요! 편하게 입을 수 있는게 장점입니다 ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
26,LV 3 뉴비_d527285f,남성, 170cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,사이즈 딱맞고 원하던 핏이에요 구매 잘한거같습니다,보통이에요,보통이에요,보통이에요,보통이에요
27,LV 5 txxjun,남성, 169cm, 61kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,예쁘게 딱 떨어지고 핏도 되게 예쁘게 나와요 진짜 강추,보통이에요,어두워요,보통이에요,얇아요
28,LV 3 랍스타찌개,남성, 173cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,"슬랙스 필요할땐 무탠다드가 진리인것 같네요 값,품질 다 만족입니다",보통이에요,보통이에요,선명해요,보통이에요
29,LV 3 Chupi,남성, 176cm, 105kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],38,5,사이즈 줄여도 됐을 것 같네요 편하게 입을 수 있어서 좋습니다.,보통이에요,보통이에요,선명해요,두꺼워요
30,LV 4 뉴비_aa0233b83267,남성, 170cm, 87kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,체형보완 엄청 잘되는듯.. 그리고 쉽게 구겨지지 않는 것도 장점입니다!,보통이에요,어두워요,선명해요,보통이에요
31,LV 5 더긱스,남성, 175cm, 66kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,5,생각했던 색감 사이즈 길이였습니다~ 한여름 빼고는 다 입을 수 있을것 같습니당,보통이에요,보통이에요,선명해요,보통이에요
32,LV 4 패송송,남성, 178cm, 78kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,제 신체랑 비슷 하신 분들은 허리가 좀 많이 남으실거에요! 운동인이러 하체가 좀 있는 편인데도 불편한 느낌 거의 없고 좋네요.,보통이에요,보통이에요,보통이에요,보통이에요
33,LV 4 윤내비,여성, 171cm, 62kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],29,4,동일제품 블랙 사이즈도 주문했는데 블랙보다 이게 작아요,작아요,보통이에요,보통이에요,보통이에요
34,LV 3 윤세이호,남성, 170cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,5,핏도 적당하고 재질도 가격대비 나쁘지 않고 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
35,LV 3 백령오빠,남성, 171cm, 68kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,간절기에 딱 좋아요 깔끔하네 로퍼랑 잘어울리고 스니커즈랑 매치해도 좋아보여요 ,보통이에요,보통이에요,선명해요,보통이에요
36,LV 3 뉴비_4a55d984e106,남성, 174cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,32 사이즈 잘 맞네요사계절 다 입을 수 있을 듯요,보통이에요,보통이에요,선명해요,보통이에요
37,LV 4 baewr94,남성, 182cm, 76kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],33,5,핏은 좋습니다. 근데 제발 허벅지-허리 사이즈좀 다시 정리해주세요. 허벅지는 맞는데 허리가 너무 커요.. ,보통이에요,보통이에요,보통이에요,보통이에요
38,LV 4 baewr94,남성, 182cm, 76kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,핏은 좋습니다. 근데 제발 허벅지-허리 사이즈좀 다시 정리해주세요. 허벅지는 맞는데 허리가 너무 커요.. ,보통이에요,보통이에요,보통이에요,보통이에요
39,LV 4 baewr94,남성, 182cm, 76kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],33,5,핏은 좋습니다. 근데 제발 허벅지-허리 사이즈좀 다시 정리해주세요. 허벅지는 맞는데 허리가 너무 커요.. ,보통이에요,보통이에요,보통이에요,보통이에요
40,LV 5 브론즈_cf5d7db61d8,남성, 181cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 크림],31,5,"허벅지는 조금 조이지만 스판끼때문에 불편하지는 않습니다. 허리밴딩은 역시 편하고, 여름제외 어느 계절이나 입기 좋습니다.",보통이에요,보통이에요,보통이에요,보통이에요
41,LV 5 핸바십,남성, 177cm, 66kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],36,5,저번에 사이즌 딱 맞게사서 이번엔 조금 널널하게 구매했어요 이쁘네요,보통이에요,보통이에요,보통이에요,보통이에요
42,LV 3 뉴비_649d9675,남성, 188cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,무난하게 입고 다니기 좋아여 크롭은 생각보다 짧아요,작아요,어두워요,선명해요,얇아요
43,LV 4 조제육볶음,남성, 164cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,제 키가 작아서 길이는 조금 수선했고 허리는 딱알맞습니다,보통이에요,어두워요,보통이에요,보통이에요
44,LV 3 소율하트,남성, 184cm, 88kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,살좀 3키로빼면 허리딱맞는느낌 핏도크롭한기장에 입기좋음,보통이에요,보통이에요,보통이에요,보통이에요
45,LV 3 Soogon,남성, 178cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],30,5,테이퍼드 슬림핏이라 어느 코디에나 잘 어울려요!,보통이에요,보통이에요,보통이에요,보통이에요
46,LV 4 전라대표미남,남성, 180cm, 98kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],36,5,조금딱 맞네요 다이어트좀해서 입으려합니다하하 ,보통이에요,보통이에요,보통이에요,보통이에요
47,LV 5 멋잇다자슥아,남성, 181cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],34,5,역시 무탠다드 믿고갑니다!! 착용감도 굿 이가격에 수트라니........,보통이에요,보통이에요,보통이에요,보통이에요
48,LV 4 윤호옹,남성, 158cm, 47kg,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],27,5,무텐 테이퍼드만 5번째 구매입니다.타 보세 브랜드에 비해 원단이나 핏 모든 부분에서 깔끔하고 고급스러운 느낌이 나기에 슬랙스는 무탠다드에서만 구매합니다.베이지 색도 실제로 보면 화면 색상과 같이 밝아서 전체적으로 밝은 분위기 살고 해서 좋아요!다리 짧아서 세미 와이드는 빡센 분들은 테이퍼드 강추합니다. 제 느낌상 테이퍼드가 짧은 다리를 조금 보완 해주는듯요,보통이에요,보통이에요,선명해요,보통이에요
49,LV 5 조띵곤,남성, 170cm, 86kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],36,5,검은색 슬랙스 중에서 가장 좋은것 같습니다구매하셔요,보통이에요,보통이에요,보통이에요,보통이에요
50,LV 5 브론즈_cf5d7db61d8,남성, 181cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 크림],31,5,"허벅지는 조금 조이지만 스판끼때문에 불편하지는 않습니다. 허리밴딩은 역시 편하고, 여름제외 어느 계절이나 입기 좋습니다.",보통이에요,보통이에요,보통이에요,보통이에요
51,LV 5 핸바십,남성, 177cm, 66kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],36,5,저번에 사이즌 딱 맞게사서 이번엔 조금 널널하게 구매했어요 이쁘네요,보통이에요,보통이에요,보통이에요,보통이에요
52,LV 3 뉴비_649d9675,남성, 188cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,무난하게 입고 다니기 좋아여 크롭은 생각보다 짧아요,작아요,어두워요,선명해요,얇아요
53,LV 4 조제육볶음,남성, 164cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],30,5,제 키가 작아서 길이는 조금 수선했고 허리는 딱알맞습니다,보통이에요,어두워요,보통이에요,보통이에요
54,LV 3 소율하트,남성, 184cm, 88kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,살좀 3키로빼면 허리딱맞는느낌 핏도크롭한기장에 입기좋음,보통이에요,보통이에요,보통이에요,보통이에요
55,LV 3 Soogon,남성, 178cm, 63kg,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],30,5,테이퍼드 슬림핏이라 어느 코디에나 잘 어울려요!,보통이에요,보통이에요,보통이에요,보통이에요
56,LV 4 전라대표미남,남성, 180cm, 98kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],36,5,조금딱 맞네요 다이어트좀해서 입으려합니다하하 ,보통이에요,보통이에요,보통이에요,보통이에요
57,LV 5 멋잇다자슥아,남성, 181cm, 75kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],34,5,역시 무탠다드 믿고갑니다!! 착용감도 굿 이가격에 수트라니........,보통이에요,보통이에요,보통이에요,보통이에요
58,LV 4 윤호옹,남성, 158cm, 47kg,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],27,5,무텐 테이퍼드만 5번째 구매입니다.타 보세 브랜드에 비해 원단이나 핏 모든 부분에서 깔끔하고 고급스러운 느낌이 나기에 슬랙스는 무탠다드에서만 구매합니다.베이지 색도 실제로 보면 화면 색상과 같이 밝아서 전체적으로 밝은 분위기 살고 해서 좋아요!다리 짧아서 세미 와이드는 빡센 분들은 테이퍼드 강추합니다. 제 느낌상 테이퍼드가 짧은 다리를 조금 보완 해주는듯요,보통이에요,보통이에요,선명해요,보통이에요
59,LV 5 조띵곤,남성, 170cm, 86kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],36,5,검은색 슬랙스 중에서 가장 좋은것 같습니다구매하셔요,보통이에요,보통이에요,보통이에요,보통이에요
60,LV 3 네이마루96,남성, 170cm, 74kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,허리 허벅지 사이즈 잘 맞고 밑단은 저 한테 조듬 길어서 한 단 수선했어요.핏 너무 이쁘고 다른색상도 구매해야 겠어요옷 너무 좋아요!!!,보통이에요,보통이에요,선명해요,보통이에요
61,LV 4 허니머스타뜨,남성, 180cm, 71kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,하학하핳타핫투학핫튁학하하핫두두둥둥긱니릿,보통이에요,보통이에요,보통이에요,보통이에요
62,LV 3 뉴비_89167f4d,남성, 176cm, 76kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],32,5,셋업으로 입기 나이스 하네요 기장도 마음에 듭니다,보통이에요,보통이에요,보통이에요,보통이에요
63,LV 3 뉴비_2ca4ec16,남성, 179cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,핏도 좋고 이쁩니다 블랙이라 다양한 코디에 입을수 있을 듯요 잘입을게요,보통이에요,보통이에요,보통이에요,보통이에요
64,LV 3 뉴비_2ca4ec16,남성, 179cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [딥 블루],32,5,마음에 들고 핏도 이쁘고 딱 좋습니다 자주 입을 것 같습니다,보통이에요,보통이에요,보통이에요,보통이에요
65,LV 5 김지성0328,남성, 178cm, 74kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,댄디한 스타일에 잘 어울리는 핏입니다 역시 무탠다드입니다,보통이에요,보통이에요,보통이에요,보통이에요
66,LV 3 ahbvc,남성, 177cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],31,5,옷이 정말 편한데 핏도 이쁘게 잘 나온거 같아서 좋아요,보통이에요,보통이에요,보통이에요,보통이에요
67,LV 3 짱구먀,여성, 168cm, 51kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,4,핏도 예쁘고 못생긴 다리를 예쁘게 바꿔주는 마법이라고 할까요?,보통이에요,보통이에요,선명해요,보통이에요
68,LV 6 ricolas,남성, 167cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],28,5,한사이즈 업 해서 사세요 그래야 맞아요 생각보다 타이트 합니다,작아요,보통이에요,보통이에요,보통이에요
69,LV 6 ricolas,남성, 167cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],29,5,두사이즈 나 한사이즈 업 해야 맞음 허벅지가 그래서 허리를 줄임,작아요,보통이에요,보통이에요,보통이에요
70,LV 3 늅뉴빔,남성, 174cm, 73kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,기본으로 딱 좋아요이가격에 이정도 품질 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
71,LV 4 꿈을향해가즈아,남성, 177cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],30,5,동일 제품 다른색깔도 있는데 다른것보다는 사이즈가 약간 작은것 같네요. 핏이나 나머지는 다 만족해요~,보통이에요,보통이에요,보통이에요,보통이에요
72,LV 3 Woo S,남성, 183cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],34,5,핏감이 맘에 듭니다 색깔도 잘 나왔고 조습니다아,보통이에요,보통이에요,선명해요,두꺼워요
73,LV 4 오잉봉,남성, 175cm, 72kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],32,5,배송빠르고 길이만 수선하면 딱 좋아요 다른색상도 구매하고 싶네요,보통이에요,보통이에요,보통이에요,보통이에요
74,LV 6 수태쟈,남성, 165cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],31,5,옷이 사이즈가 딱좋고 아주 무난해서 뭘입어도 잘어울려요,보통이에요,보통이에요,보통이에요,보통이에요
75,LV 6 수태쟈,남성, 165cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,5,옷이 사이즈가 딱좋고 아주 무난해서 뭘입어도 잘어울려요,보통이에요,보통이에요,보통이에요,보통이에요
76,LV 6 수태쟈,남성, 165cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],32,5,옷이 사이즈가 딱좋고 아주 무난해서 뭘입어도 잘어울려요,보통이에요,보통이에요,보통이에요,보통이에요
77,LV 3 뉴비_d862bcbe8377,남성, 170cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,생각한거보다 색이 좀 어둡네요 이 바지는 작게 나와서 한사이즈 업해서 주문 해야 편하게 입을거 같아요,보통이에요,어두워요,보통이에요,보통이에요
78,LV 5 letmeloveyou,남성, 174cm, 74kg,테이퍼드 히든 밴딩 크롭 슬랙스 [다크 그레이],32,5,"무탠다드는 믿고살만하군요차콜을 시작으로 블랙,네이비 구매하고있네요밑위가 조금 쬐긴하지만핏감,스타일링하기 편하고 좋습니다",보통이에요,보통이에요,선명해요,보통이에요
79,LV 3 발데르하임,남성, 183cm, 81kg,테이퍼드 히든 밴딩 크롭 슬랙스 [베이지],34,5,"테이퍼드 검정색을 사고 제 몸에 딱 맞는 핏감에 만족하여 베이지도 추가 구매하였습니다. 한 달여 사이에 할인이 끝나 금액이 좀 더 늘어나서 샀는데 그래도 그만한 값어치를 하는 바지입니다. 허리 밴딩으로 아주 편하고 여유롭고, 바지 자체 원단의 쫀쫀함이 몸을 편하게 움직이게 해줍니다. 베이지는 인터넷 이미지보다 선명하고 밝고 깨끗한 느낌이라 위에 짙은색 상의를 바쳐 입기 아주 좋습니다. 사이즈만 잘 맞추어 놓는다면 오프라인 샾을 전전하며 무한 갈아입기를 하지 않아 좋습니다.",보통이에요,밝아요,선명해요,보통이에요
80,LV 3 뉴비_d1511f32f810,남성, 172cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],31,5,색상도 이쁘고잘 입을 거 같아요블랙 사서 하나 더 사봤어요,보통이에요,보통이에요,보통이에요,보통이에요
81,LV 3 obed,남성, 180cm, 84kg,테이퍼드 히든 밴딩 크롭 슬랙스 [화이트],34,5,원단이 고급스럽고 여러 옷에 받쳐입기 좋네요ㅎㅎ 잘 입겠습니다.,보통이에요,밝아요,선명해요,얇아요
82,LV 3 다다이어,남성, 166cm, 69kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],32,5,역시 무탠은 진리입니다. 제일 잘 맞네요 한겨울 빼고는 입을수있어요ㅎㅎ,보통이에요,보통이에요,보통이에요,보통이에요
83,LV 3 밍주르르,여성, 171cm, 79kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,평소 허벅지가 살짝 두꺼운 편인데 역시 무탠다드는 믿고 사는 것 같아요,보통이에요,보통이에요,보통이에요,보통이에요
84,LV 6 ASSONG,남성, 180cm, 78kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,역시 무탠다드! 종아리 부분 살짝 걸리긴하지만 핏 자체는 너무 예뻐요,보통이에요,보통이에요,보통이에요,보통이에요
85,LV 4 간봥,남성, 170cm, 58kg,테이퍼드 히든 밴딩 크롭 슬랙스 [크림],29,5,적당한 크림색에 기장도 맞습니다170 58쯤 되시면 29 가시는것도 나쁘지 않을거 같네요,보통이에요,보통이에요,보통이에요,보통이에요
86,LV 5 giraaa,남성, 174cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],32,5,좀 작게 나온 가 같아서 한 사이즈 정도 크게 사는 게 좋고 무난하고 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
87,LV 5 꽃돼지양,여성, 160cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 크림],34,5,좋아요 스판도 좋고 이쁘네요 좋은거 같아요 재질도 굿,보통이에요,보통이에요,보통이에요,보통이에요
88,LV 5 꽃돼지양,여성, 160cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],34,5,좋아요 스판도 좋고 이쁘네요 좋은거 같아요 재질도 굿,보통이에요,보통이에요,보통이에요,보통이에요
89,LV 3 doyeo,남성, 180cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],34,5,품질도 좋은데 저렴하기까지 .. 양복 많이 입는 입장에서 전투복으로 너무 만족해요 재구매하려구요네 ,보통이에요,보통이에요,선명해요,보통이에요
90,LV 3 doyeo,남성, 180cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],34,5,품질도 좋은데 저렴하기까지 .. 양복 많이 입는 입장에서 전투복으로 너무 만족해요 재구매하려구요,보통이에요,보통이에요,선명해요,보통이에요
91,LV 5 네그스,남성, 169cm, 74kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 그레이],32,5,183 남동생에게 사준 걸 아버지가 탐내셔서 사드렸어요사진에선 좀 진하게 나왔는데 상세화묜과 같은 라이트그레이입니다183/80 동생에겐 크롭으로169/74 아버지에겐 롱기장 정핏으로 잘 맞네요. 촉감 등에 매우 만족해하십니당,보통이에요,보통이에요,선명해요,보통이에요
92,LV 5 라기ㅋ,남성, 185cm, 90kg,테이퍼드 히든 밴딩 크롭 슬랙스 [차콜 그레이],36,5,급하게 구입했는데 배송빨라요. 길이가 살짝 짧아요,보통이에요,보통이에요,보통이에요,보통이에요
93,LV 4 큰누나는분조장,남성, 165cm, 67kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],32,5,기장 한 단 안 되게 수선해서 입었어요! 역시 무탠다드네요,보통이에요,밝아요,선명해요,보통이에요
94,LV 3 넌준비가안됐다,남성, 173cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [그레이],30,5,무난하게 입을 수 있는 테이퍼드 슬랙스핏도 잘 나오고 좋음,보통이에요,보통이에요,선명해요,보통이에요
95,LV 4 준히애락,남성, 175cm, 65kg,테이퍼드 히든 밴딩 크롭 슬랙스 [라이트 베이지],29,5,핏 딱 맞고 좋아요 잘산거 같네요 다른 색도 살려고요,보통이에요,보통이에요,보통이에요,보통이에요
96,LV 3 뉴비_d885b60041d8,남성, 177cm, 62kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],30,5,색감이 이쁘네요. 사진으로 보면 다소 얇아 보이나 실제로는 여유 공간이 있어 움직이는데 큰 불편이 없습니다,보통이에요,보통이에요,선명해요,보통이에요
97,LV 3 뉴비_56ce69b2,남성, 175cm, 76kg,테이퍼드 히든 밴딩 크롭 슬랙스 [미디엄 그레이],34,5,사진과 같아요 지금날씨에 입기좋은 옷입니다 추천,보통이에요,보통이에요,보통이에요,보통이에요
98,LV 3 뉴비_56ce69b2,남성, 175cm, 76kg,테이퍼드 히든 밴딩 크롭 슬랙스 [더스티 베이지],34,5,사진과 같아요 지금날씨에 입기좋은 옷입니다 추천,보통이에요,보통이에요,보통이에요,보통이에요
99,LV 6 pnve1,남성, 175cm, 70kg,테이퍼드 히든 밴딩 크롭 슬랙스 [블랙],33,5,후기용패션 지송싼맛에 사서 편하게 입기 좋습니다,보통이에요,보통이에요,보통이에요,보통이에요
100,LV 3 doyeo,남성, 180cm, 80kg,테이퍼드 히든 밴딩 크롭 슬랙스 [네이비],34,5,품질도 좋은데 저렴하기까지 .. 양복 많이 입는 입장에서 전투복으로 너무 만족해요 재구매하려구요,보통이에요,보통이에요,선명해요,보통이에요
